#Id	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	Alias	dbxref	Type	Qualifier	GO	Desc
YGR270C-A	chrVII	-	#N/A	#N/A	1027382	1027600	1	1027382	1027600	218	#N/A	#N/A	#N/A	#N/A	Dubious
YGR271W	chrVII	+	#N/A	#N/A	1031791	1037694	1	1031791	1037694	5903	TATA-less	TAF1-depleted	1031757	1031725	Verified
YGR271C-A	chrVII	-	1037724	1038510	1037800	1038501	1	1037800	1038501	701	#N/A	#N/A	#N/A	#N/A	Verified
YGR273C	chrVII	-	1038496	1039298	1038715	1039239	1	1038715	1039239	524	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YGR274C	chrVII	-	1039810	1043111	1039895	1043095	1	1039895	1043095	3200	#N/A	#N/A	#N/A	#N/A	Verified
YGR275W	chrVII	+	#N/A	#N/A	1043276	1043749	1	1043276	1043749	473	TATA-less	TAF1-enriched	1043246	1043218	Verified
YGR276C	chrVII	-	#N/A	#N/A	1043819	1045480	1	1043819	1045480	1661	TATA-less	TAF1-enriched	1045552	1045568	Verified
YGR277C	chrVII	-	1045553	1046574	1045644	1046561	1	1045644	1046561	917	#N/A	#N/A	#N/A	#N/A	Verified
YGR278W	chrVII	+	1046721	1048534	1046731	1048464	1	1046731	1048464	1733	TATA-less	TAF1-enriched	1046702	1046719	Verified
YGR279C	chrVII	-	1048463	1050053	1048798	1049958	1	1048798	1049958	1160	TATA-less	TAF1-enriched	1050131	1050153	Verified
YGR280C	chrVII	-	1050689	1051753	1050910	1051725	1	1050910	1051725	815	TATA-less	TAF1-enriched	1051745	1051816	Verified
YGR281W	chrVII	+	1052554	1057276	1052824	1057257	1	1052824	1057257	4433	#N/A	#N/A	#N/A	#N/A	Verified
YGR282C	chrVII	-	1057582	1058752	1057783	1058724	1	1057783	1058724	941	TATA-less	TAF1-enriched	1058803	1058829	Verified
YGR283C	chrVII	-	1058911	1060086	1059015	1060040	1	1059015	1060040	1025	TATA-less	TAF1-enriched	1060105	1060121	Verified
YGR284C	chrVII	-	1060473	1061630	1060658	1061590	1	1060658	1061590	932	#N/A	#N/A	#N/A	#N/A	Verified
YGR285C	chrVII	-	1061781	1063166	1061852	1063153	1	1061852	1063153	1301	TATA-containing	TAF1-enriched	1063215	1063204	Verified
YGR286C	chrVII	-	1063653	1065059	1063813	1064940	1	1063813	1064940	1127	TATA-containing	TAF1-enriched	1065040	1065065	Verified
YGR287C	chrVII	-	1067004	1069126	1067222	1068991	1	1067222	1068991	1769	#N/A	#N/A	#N/A	#N/A	Verified
YGR288W	chrVII	+	1070223	1072203	1070293	1071714	1	1070293	1071714	1421	TATA-less	TAF1-enriched	1070228	1070242	Verified
YGR289C	chrVII	-	1073828	1076150	1073963	1075813	1	1073963	1075813	1850	#N/A	#N/A	#N/A	#N/A	Verified
YGR290W	chrVII	+	#N/A	#N/A	1075482	1075925	1	1075482	1075925	443	#N/A	#N/A	#N/A	#N/A	Dubious
YGR291C	chrVII	-	#N/A	#N/A	1076283	1076504	1	1076283	1076504	221	#N/A	#N/A	#N/A	#N/A	Dubious
YGR292W	chrVII	+	1076571	1078482	1076599	1078353	1	1076599	1078353	1754	#N/A	#N/A	#N/A	#N/A	Verified
YGR293C	chrVII	-	1079555	1080955	1079885	1080346	1	1079885	1080346	461	#N/A	#N/A	#N/A	#N/A	Dubious
YGR294W	chrVII	+	1078748	1080797	1080306	1080668	1	1080306	1080668	362	#N/A	#N/A	#N/A	#N/A	Verified
YGR295C	chrVII	-	1080928	1082736	1081584	1082729	1	1081584	1082729	1145	TATA-containing	TAF1-depleted	1082785	1082805	Verified
YGR296W	chrVII	+	#N/A	#N/A	1084864	1090591	2	"1084864,1085031,"	"1084882,1090591,"	5727	#N/A	#N/A	#N/A	#N/A	Verified
YGR296C-A	chrVII	-	#N/A	#N/A	1088870	1089445	1	1088870	1089445	575	#N/A	#N/A	#N/A	#N/A	Dubious
YGR296C-B	chrVII	-	#N/A	#N/A	1089746	1090228	1	1089746	1090228	482	#N/A	#N/A	#N/A	#N/A	Dubious
tV(AAC)G3	chrVII	-	#N/A	#N/A	73829	73902	#N/A	73829	73902	73	TATA-less	-	73912	0	0
tH(GUG)G1	chrVII	-	#N/A	#N/A	110625	110696	#N/A	110625	110696	71	TATA-less	-	110717	110743	0
tK(UUU)G1	chrVII	+	#N/A	#N/A	115488	115583	#N/A	"115488,115548,"	"115524,115583,"	95	#N/A	#N/A	#N/A	#N/A	0
tK(CUU)G1	chrVII	+	#N/A	#N/A	122269	122341	#N/A	122269	122341	72	TATA-less	-	122259	122312	0
tK(CUU)G2	chrVII	-	#N/A	#N/A	185714	185786	#N/A	185714	185786	72	#N/A	#N/A	#N/A	#N/A	0
tL(CAA)G1	chrVII	+	#N/A	#N/A	205521	205634	#N/A	"205521,205591,"	"205558,205634,"	113	#N/A	#N/A	#N/A	#N/A	0
tW(CCA)G1	chrVII	-	#N/A	#N/A	287350	287455	#N/A	"287350,287420,"	"287350,287420,"	105	#N/A	#N/A	#N/A	#N/A	0
snR82	chrVII	+	#N/A	#N/A	316788	317055	#N/A	316788	317055	267	#N/A	#N/A	#N/A	#N/A	0
tH(GUG)G2	chrVII	+	#N/A	#N/A	319781	319852	#N/A	319781	319852	71	#N/A	#N/A	#N/A	#N/A	0
tE(UUC)G1	chrVII	+	#N/A	#N/A	328583	328654	#N/A	328583	328654	71	#N/A	#N/A	#N/A	#N/A	0
snR10	chrVII	+	#N/A	#N/A	345986	346230	#N/A	345986	346230	244	#N/A	#N/A	#N/A	#N/A	0
snR39	chrVII	-	#N/A	#N/A	365163	365251	#N/A	365163	365251	88	#N/A	#N/A	#N/A	#N/A	0
snR39B	chrVII	-	#N/A	#N/A	366374	366469	#N/A	366374	366469	95	#N/A	#N/A	#N/A	#N/A	0
tE(UUC)G2	chrVII	-	#N/A	#N/A	401527	401598	#N/A	401527	401598	71	TATA-less	-	401613	401597	0
tR(UCU)G1	chrVII	+	#N/A	#N/A	405470	405541	#N/A	405470	405541	71	#N/A	#N/A	#N/A	#N/A	0
tV(AAC)G1	chrVII	-	#N/A	#N/A	412294	412367	#N/A	412294	412367	73	#N/A	#N/A	#N/A	#N/A	0
tL(CAA)G2	chrVII	+	#N/A	#N/A	423092	423205	#N/A	"423092,423162,"	"423129,423205,"	113	#N/A	#N/A	#N/A	#N/A	0
tF(GAA)G	chrVII	-	#N/A	#N/A	440716	440807	#N/A	"440716,440771,"	"440716,440771,"	91	TATA-less	-	440828	440821	0
tD(GUC)G1	chrVII	+	#N/A	#N/A	531610	531681	#N/A	531610	531681	71	#N/A	#N/A	#N/A	#N/A	0
YGRWTy1-1	chrVII	+	#N/A	#N/A	535760	541685	#N/A	535760	541685	5925	#N/A	#N/A	#N/A	#N/A	0
tE(UUC)G3	chrVII	+	#N/A	#N/A	541850	541921	#N/A	541850	541921	71	#N/A	#N/A	#N/A	#N/A	0
tD(GUC)G2	chrVII	-	#N/A	#N/A	544577	544648	#N/A	544577	544648	71	TATA-less	-	544668	544660	0
snR46	chrVII	+	#N/A	#N/A	545370	545566	#N/A	545370	545566	196	#N/A	#N/A	#N/A	#N/A	0
tS(AGA)G	chrVII	-	#N/A	#N/A	561662	561743	#N/A	561662	561743	81	#N/A	#N/A	#N/A	#N/A	0
YGRCTy1-2	chrVII	-	#N/A	#N/A	561843	567760	#N/A	561843	567760	5917	#N/A	#N/A	#N/A	#N/A	0
YGRCTy2-1	chrVII	-	#N/A	#N/A	568740	574700	#N/A	568740	574700	5960	#N/A	#N/A	#N/A	#N/A	0
snR48	chrVII	+	#N/A	#N/A	609584	609696	#N/A	609584	609696	112	#N/A	#N/A	#N/A	#N/A	0
tT(UGU)G1	chrVII	+	#N/A	#N/A	661749	661820	#N/A	661749	661820	71	TATA-less	-	661735	661785	0
tL(GAG)G	chrVII	+	#N/A	#N/A	700675	700756	#N/A	700675	700756	81	TATA-less	-	700664	0	0
tK(UUU)G2	chrVII	-	#N/A	#N/A	700953	701048	#N/A	"700953,701012,"	"700953,701012,"	95	TATA-less	-	701066	701084	0
tC(GCA)G	chrVII	-	#N/A	#N/A	707108	707179	#N/A	707108	707179	71	#N/A	#N/A	#N/A	#N/A	0
YGRWTy3-1	chrVII	+	#N/A	#N/A	707195	712545	#N/A	707195	712545	5350	#N/A	#N/A	#N/A	#N/A	0
tN(GUU)G	chrVII	+	#N/A	#N/A	731137	731210	#N/A	731137	731210	73	#N/A	#N/A	#N/A	#N/A	0
tR(UCU)G3	chrVII	+	#N/A	#N/A	736340	736411	#N/A	736340	736411	71	TATA-less	-	736329	736280	0
tI(AAU)G	chrVII	+	#N/A	#N/A	739122	739195	#N/A	739122	739195	73	#N/A	#N/A	#N/A	#N/A	0
tA(AGC)G	chrVII	+	#N/A	#N/A	774349	774421	#N/A	774349	774421	72	#N/A	#N/A	#N/A	#N/A	0
tG(UCC)G	chrVII	+	#N/A	#N/A	779616	779687	#N/A	779616	779687	71	TATA-containing	-	779604	779583	0
tA(UGC)G	chrVII	+	#N/A	#N/A	794417	794489	#N/A	794417	794489	72	TATA-less	-	794408	794383	0
YGRWTy2-2	chrVII	+	#N/A	#N/A	811447	817397	#N/A	811447	817397	5950	#N/A	#N/A	#N/A	#N/A	0
YGRCTy1-3	chrVII	-	#N/A	#N/A	817393	823306	#N/A	817393	823306	5913	#N/A	#N/A	#N/A	#N/A	0
tV(AAC)G2	chrVII	+	#N/A	#N/A	823482	823555	#N/A	823482	823555	73	TATA-less	-	823439	823461	0
tR(UCU)G2	chrVII	-	#N/A	#N/A	828723	828794	#N/A	828723	828794	71	#N/A	#N/A	#N/A	#N/A	0
tG(GCC)G1	chrVII	+	#N/A	#N/A	845649	845719	#N/A	845649	845719	70	#N/A	#N/A	#N/A	#N/A	0
tL(CAA)G3	chrVII	-	#N/A	#N/A	857378	857491	#N/A	"857378,857454,"	"857378,857454,"	113	#N/A	#N/A	#N/A	#N/A	0
tK(CUU)G3	chrVII	+	#N/A	#N/A	876394	876466	#N/A	876394	876466	72	TATA-less	-	876382	876316	0
tW(CCA)G2	chrVII	-	#N/A	#N/A	878710	878815	#N/A	"878710,878780,"	"878710,878780,"	105	TATA-less	-	878833	878784	0
tG(GCC)G2	chrVII	-	#N/A	#N/A	930953	931023	#N/A	930953	931023	70	TATA-less	-	931046	931070	0
snR7-L	chrVII	-	#N/A	#N/A	939459	939672	#N/A	939459	939672	213	#N/A	#N/A	#N/A	#N/A	0
snR7-S	chrVII	-	#N/A	#N/A	939494	939672	#N/A	939494	939672	178	#N/A	#N/A	#N/A	#N/A	0
tT(UGU)G2	chrVIII	+	#N/A	#N/A	1004216	1004287	#N/A	1004216	1004287	71	TATA-less	-	1004210	1004254	0
YHL050C	chrVIII	-	#N/A	#N/A	445	3311	2	"445,2671,"	"1897,3311,"	2866	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YHL050W-A	chrVIII	+	#N/A	#N/A	811	1293	1	811	1293	482	#N/A	#N/A	#N/A	#N/A	Dubious
YHL049C	chrVIII	-	#N/A	#N/A	3726	4541	1	3726	4541	815	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YHL048C-A	chrVIII	-	5348	7648	5663	5797	1	5663	5797	134	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YHL048W	chrVIII	+	6390	7626	6401	7546	1	6401	7546	1145	#N/A	#N/A	#N/A	#N/A	Verified
YHL047C	chrVIII	-	7929	10241	8351	10213	1	8351	10213	1862	TATA-less	TAF1-enriched	10277	10303	Verified
YHL046W-A	chrVIII	+	#N/A	#N/A	9981	10307	1	9981	10307	326	#N/A	#N/A	#N/A	#N/A	Dubious
YHL046C	chrVIII	-	11792	13291	11923	12285	1	11923	12285	362	#N/A	#N/A	#N/A	#N/A	Verified
YHL045W	chrVIII	+	12043	13093	12502	12849	1	12502	12849	347	#N/A	#N/A	#N/A	#N/A	Dubious
YHL044W	chrVIII	+	13496	14346	13565	14272	1	13565	14272	707	TATA-containing	TAF1-enriched	13514	13486	Uncharacterized
YHL043W	chrVIII	+	14892	15854	14901	15413	1	14901	15413	512	#N/A	#N/A	#N/A	#N/A	Verified
YHL042W	chrVIII	+	15428	16240	15667	16119	1	15667	16119	452	TATA-less	TAF1-enriched	15889	15860	Uncharacterized
YHL041W	chrVIII	+	16075	18803	17392	17841	1	17392	17841	449	#N/A	#N/A	#N/A	#N/A	Dubious
YHL040C	chrVIII	-	18668	21157	19088	20971	1	19088	20971	1883	TATA-less	TAF1-enriched	21050	21081	Verified
YHL039W	chrVIII	+	21731	23608	21783	23540	1	21783	23540	1757	TATA-less	TAF1-enriched	21693	21659	Verified
YHL038C	chrVIII	-	23476	25544	23617	25509	1	23617	25509	1892	TATA-less	TAF1-enriched	25557	25627	Verified
YHL037C	chrVIII	-	25767	26506	25778	26179	1	25778	26179	401	#N/A	#N/A	#N/A	#N/A	Dubious
YHL036W	chrVIII	+	26211	27948	26241	27881	1	26241	27881	1640	TATA-less	TAF1-depleted	26173	26146	Verified
YHL035C	chrVIII	-	#N/A	#N/A	27978	32756	1	27978	32756	4778	#N/A	#N/A	#N/A	#N/A	Verified
YHL034W-A	chrVIII	+	#N/A	#N/A	33176	33637	1	33176	33637	461	#N/A	#N/A	#N/A	#N/A	Dubious
YHL034C	chrVIII	-	33041	34196	33193	34077	1	33193	34077	884	TATA-less	TAF1-enriched	34214	34247	Verified
YHL033C	chrVIII	-	34764	36045	35255	36025	1	35255	36025	770	TATA-less	TAF1-enriched	36073	36115	Verified
YHL032C	chrVIII	-	36318	38548	36379	38508	1	36379	38508	2129	TATA-less	TAF1-enriched	38607	38629	Verified
YHL031C	chrVIII	-	38755	39511	38815	39486	1	38815	39486	671	TATA-less	TAF1-enriched	39525	39555	Verified
YHL030W-A	chrVIII	+	38796	39903	39074	39535	1	39074	39535	461	#N/A	#N/A	#N/A	#N/A	Dubious
YHL030W	chrVIII	+	#N/A	#N/A	40084	45690	1	40084	45690	5606	TATA-less	TAF1-depleted	40013	39981	Verified
YHL029C	chrVIII	-	45863	47994	45929	47968	1	45929	47968	2039	TATA-less	TAF1-enriched	48024	48051	Uncharacterized
YHL028W	chrVIII	+	48694	50660	48763	50580	1	48763	50580	1817	TATA-containing	TAF1-depleted	48645	48619	Verified
YHL027W	chrVIII	+	51016	53195	51111	52988	1	51111	52988	1877	TATA-less	TAF1-enriched	50953	50937	Verified
YHL026C	chrVIII	-	53097	54241	53219	54166	1	53219	54166	947	TATA-less	TAF1-enriched	54326	54334	Uncharacterized
YHL025W	chrVIII	+	54793	55952	54851	55849	1	54851	55849	998	TATA-less	TAF1-enriched	54772	54736	Verified
YHL024W	chrVIII	+	56477	59054	56649	58790	1	56649	58790	2141	#N/A	#N/A	#N/A	#N/A	Verified
YHL023C	chrVIII	-	59014	62595	59123	62563	1	59123	62563	3440	#N/A	#N/A	#N/A	#N/A	Verified
YHL022C	chrVIII	-	62867	64267	62961	64157	1	62961	64157	1196	#N/A	#N/A	#N/A	#N/A	Verified
YHL021C	chrVIII	-	64378	65919	64462	65859	1	64462	65859	1397	TATA-containing	TAF1-depleted	65948	65971	Verified
YHL020C	chrVIII	-	66116	67540	66242	67456	1	66242	67456	1214	TATA-less	TAF1-enriched	67565	67587	Verified
YHL019W-A	chrVIII	+	#N/A	#N/A	67711	68304	1	67711	68304	593	#N/A	#N/A	#N/A	#N/A	Dubious
YHL019C	chrVIII	-	67643	69582	67731	69548	1	67731	69548	1817	#N/A	#N/A	#N/A	#N/A	Verified
YHL018W	chrVIII	+	69677	70187	69708	70070	1	69708	70070	362	TATA-less	TAF1-enriched	69629	69591	Uncharacterized
YHL017W	chrVIII	+	70263	72009	70276	71874	1	70276	71874	1598	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YHL016C	chrVIII	-	71923	74501	72037	74244	1	72037	74244	2207	TATA-containing	TAF1-enriched	74325	74360	Verified
YHL015W-A	chrVIII	+	72610	75154	74699	74782	1	74699	74782	83	TATA-less	TAF1-enriched	74525	74496	Uncharacterized
YHL015W	chrVIII	+	75374	75834	75412	75777	1	75412	75777	365	TATA-less	TAF1-enriched	75386	75405	Verified
YHL014C	chrVIII	-	76037	77314	76097	77314	1	76097	77314	1217	TATA-containing	TAF1-enriched	77322	77340	Verified
YHL013C	chrVIII	-	77344	78388	77430	78353	1	77430	78353	923	TATA-less	TAF1-enriched	78389	78408	Verified
YHL012W	chrVIII	+	78929	80610	78936	80417	1	78936	80417	1481	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YHL011C	chrVIII	-	80433	81716	80654	81616	1	80654	81616	962	TATA-less	TAF1-enriched	81784	81807	Verified
YHL010C	chrVIII	-	81761	83757	81964	83721	1	81964	83721	1757	#N/A	#N/A	#N/A	#N/A	Verified
YHL009C	chrVIII	-	83715	85184	84068	85060	1	84068	85060	992	TATA-less	TAF1-enriched	85163	85190	Verified
YHL008C	chrVIII	-	92455	94678	92627	94510	1	92627	94510	1883	TATA-less	TAF1-enriched	94697	94722	Uncharacterized
YHL007C	chrVIII	-	94977	98074	95118	97937	1	95118	97937	2819	#N/A	#N/A	#N/A	#N/A	Verified
YHL006W-A	chrVIII	+	97646	98189	97732	98085	1	97732	98085	353	#N/A	#N/A	#N/A	#N/A	Dubious
YHL006C	chrVIII	-	98033	98858	98343	98795	1	98343	98795	452	TATA-less	TAF1-enriched	98817	98842	Verified
YHL005C	chrVIII	-	98821	101436	98828	99220	1	98828	99220	392	#N/A	#N/A	#N/A	#N/A	Dubious
YHL004W	chrVIII	+	99131	100504	99219	100403	1	99219	100403	1184	TATA-less	TAF1-enriched	99127	99098	Verified
YHL003C	chrVIII	-	100402	102017	100648	101883	1	100648	101883	1235	TATA-less	TAF1-enriched	101981	102008	Verified
YHL002C-A	chrVIII	-	102344	103091	102587	103075	1	102587	103075	488	#N/A	#N/A	#N/A	#N/A	Dubious
YHL002W	chrVIII	+	102565	104020	102612	103970	1	102612	103970	1358	TATA-containing	TAF1-depleted	102204	102219	Verified
YHL001W	chrVIII	+	104256	105219	104277	105091	2	"104277,104804,"	"104405,105091,"	814	TATA-less	TAF1-enriched	104241	104217	Verified
YHR001W	chrVIII	+	106032	107597	106055	107368	1	106055	107368	1313	TATA-less	TAF1-enriched	105968	105943	Verified
YHR001W-A	chrVIII	+	107760	108361	107826	108122	2	"107826,107895,"	"107831,108122,"	296	TATA-less	TAF1-depleted	107706	107637	Verified
YHR002W	chrVIII	+	108664	110023	108812	109885	1	108812	109885	1073	TATA-less	TAF1-enriched	108666	108614	Verified
YHR003C	chrVIII	-	109942	111328	110028	111317	1	110028	111317	1289	TATA-less	TAF1-enriched	111355	111377	Verified
YHR004C	chrVIII	-	111492	113215	111754	113094	1	111754	113094	1340	TATA-less	TAF1-enriched	113238	113252	Verified
YHR005C	chrVIII	-	113398	114961	113499	114917	1	113499	114917	1418	TATA-less	TAF1-depleted	114984	114989	Verified
YHR005C-A	chrVIII	-	115479	115935	115620	115901	1	115620	115901	281	TATA-less	TAF1-depleted	115958	115981	Verified
YHR006W	chrVIII	+	117768	119575	117814	119439	1	117814	119439	1625	TATA-less	TAF1-enriched	117770	117727	Verified
YHR007C	chrVIII	-	119809	121825	120091	121683	1	120091	121683	1592	TATA-containing	TAF1-depleted	121922	121945	Verified
YHR007C-A	chrVIII	-	121891	123022	122550	122765	1	122550	122765	215	TATA-less	TAF1-depleted	122807	122831	Uncharacterized
YHR008C	chrVIII	-	122726	123666	122889	123590	1	122889	123590	701	TATA-containing	TAF1-depleted	123655	123698	Verified
YHR009C	chrVIII	-	124016	125915	124109	125680	1	124109	125680	1571	TATA-less	TAF1-enriched	125986	125983	Verified
YHR010W	chrVIII	+	126489	127613	126521	127492	2	"126521,127113,"	"126551,127492,"	971	TATA-less	TAF1-enriched	126479	126450	Verified
YHR011W	chrVIII	+	127772	129182	127780	129120	1	127780	129120	1340	TATA-less	TAF1-enriched	127730	127701	Verified
YHR012W	chrVIII	+	129460	130619	129481	130448	2	"129481,129648,"	"129528,130448,"	967	TATA-less	TAF1-enriched	129428	129394	Verified
YHR013C	chrVIII	-	130634	131473	130730	131446	1	130730	131446	716	TATA-less	TAF1-enriched	131502	131537	Verified
YHR014W	chrVIII	+	131649	132967	132047	132922	1	132047	132922	875	#N/A	#N/A	#N/A	#N/A	Verified
YHR015W	chrVIII	+	#N/A	#N/A	134554	136533	1	134554	136533	1979	#N/A	#N/A	#N/A	#N/A	Verified
YHR016C	chrVIII	-	136743	138490	136881	138455	2	"136881,138409,"	"138240,138455,"	1574	TATA-less	TAF1-enriched	138513	138524	Verified
YHR017W	chrVIII	+	138686	139928	138694	139851	1	138694	139851	1157	#N/A	#N/A	#N/A	#N/A	Verified
YHR018C	chrVIII	-	139859	141457	140011	141402	1	140011	141402	1391	TATA-containing	TAF1-depleted	141478	141511	Verified
YHR019C	chrVIII	-	141791	143600	141894	143558	1	141894	143558	1664	TATA-less	TAF1-enriched	143629	143670	Verified
YHR020W	chrVIII	+	143860	146146	143996	146062	1	143996	146062	2066	TATA-containing	TAF1-depleted	143922	143942	Verified
YHR021C	chrVIII	-	147778	148738	147871	148669	2	"147871,148667,"	"148116,148669,"	798	TATA-less	TAF1-enriched	148724	148759	Verified
YHR021W-A	chrVIII	+	#N/A	#N/A	149225	149680	1	149225	149680	455	TATA-less	TAF1-enriched	149450	149474	Uncharacterized
YHR022C	chrVIII	-	149212	150406	149575	150345	1	149575	150345	770	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YHR022C-A	chrVIII	-	150493	151340	151217	151306	1	151217	151306	89	TATA-less	TAF1-enriched	151292	151297	Uncharacterized
YHR023W	chrVIII	+	#N/A	#N/A	151666	157452	1	151666	157452	5786	TATA-less	TAF1-enriched	151588	151555	Verified
YHR024C	chrVIII	-	157521	159203	157744	159192	1	157744	159192	1448	TATA-less	TAF1-enriched	159206	159250	Verified
YHR025W	chrVIII	+	159402	160597	159438	160511	1	159438	160511	1073	TATA-less	TAF1-enriched	159383	159360	Verified
YHR026W	chrVIII	+	160729	161695	160844	161485	1	160844	161485	641	TATA-less	TAF1-enriched	160685	160634	Verified
YHR027C	chrVIII	-	161584	164768	161730	164711	1	161730	164711	2981	TATA-less	TAF1-enriched	164773	164811	Verified
YHR028C	chrVIII	-	164874	167451	164978	167434	1	164978	167434	2456	TATA-less	TAF1-enriched	167466	167499	Verified
YHR028W-A	chrVIII	+	167164	167693	167352	167672	1	167352	167672	320	#N/A	#N/A	#N/A	#N/A	Dubious
YHR029C	chrVIII	-	167595	168574	167677	168561	1	167677	168561	884	TATA-less	TAF1-enriched	168613	168633	Verified
YHR030C	chrVIII	-	168741	170521	168890	170344	1	168890	170344	1454	#N/A	#N/A	#N/A	#N/A	Verified
YHR031C	chrVIII	-	170688	173011	170799	172970	1	170799	172970	2171	TATA-less	TAF1-enriched	173015	173041	Verified
YHR032W	chrVIII	+	#N/A	#N/A	173344	175089	1	173344	175089	1745	#N/A	#N/A	#N/A	#N/A	Verified
YHR032W-A	chrVIII	+	174221	175502	175195	175374	1	175195	175374	179	#N/A	#N/A	#N/A	#N/A	Dubious
YHR032C-A	chrVIII	-	#N/A	#N/A	175275	175394	1	175275	175394	119	#N/A	#N/A	#N/A	#N/A	Dubious
YHR033W	chrVIII	+	175533	177091	175548	176819	1	175548	176819	1271	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YHR034C	chrVIII	-	176946	178033	176965	177999	1	176965	177999	1034	TATA-less	TAF1-enriched	178028	178083	Verified
YHR035W	chrVIII	+	178135	180198	178219	180111	1	178219	180111	1892	#N/A	#N/A	#N/A	#N/A	Verified
YHR036W	chrVIII	+	180209	181984	180345	181760	1	180345	181760	1415	TATA-less	TAF1-enriched	180209	180220	Verified
YHR037W	chrVIII	+	181957	183873	181977	183704	1	181977	183704	1727	TATA-containing	TAF1-depleted	181871	181851	Verified
YHR038W	chrVIII	+	184052	184858	184066	184758	1	184066	184758	692	TATA-less	TAF1-enriched	184007	183980	Verified
YHR039C	chrVIII	-	184766	186919	184875	186809	1	184875	186809	1934	TATA-less	TAF1-depleted	186946	186971	Verified
YHR039C-A	chrVIII	-	187060	187700	187173	187679	2	"187173,187677,"	"187514,187679,"	506	TATA-less	TAF1-depleted	187720	187749	Verified
YHR040W	chrVIII	+	187908	189097	187924	189024	1	187924	189024	1100	TATA-less	TAF1-enriched	187910	187845	Verified
YHR041C	chrVIII	-	189033	189875	189131	189864	2	"189131,189851,"	"189749,189864,"	733	#N/A	#N/A	#N/A	#N/A	Verified
YHR042W	chrVIII	+	190503	192694	190543	192618	1	190543	192618	2075	TATA-containing	TAF1-enriched	190458	190426	Verified
YHR043C	chrVIII	-	192718	193647	192805	193545	1	192805	193545	740	TATA-less	TAF1-enriched	193675	193735	Verified
YHR044C	chrVIII	-	193818	194858	194068	194808	1	194068	194808	740	#N/A	#N/A	#N/A	#N/A	Verified
YHR045W	chrVIII	+	195421	197368	195551	197233	1	195551	197233	1682	TATA-containing	TAF1-enriched	195216	195248	Uncharacterized
YHR046C	chrVIII	-	197232	198316	197398	198285	1	197398	198285	887	TATA-less	TAF1-depleted	198354	198397	Verified
YHR047C	chrVIII	-	198592	201338	198740	201310	1	198740	201310	2570	TATA-less	TAF1-enriched	201371	201391	Verified
YHR048W	chrVIII	+	204559	206471	204607	206151	1	204607	206151	1544	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YHR049W	chrVIII	+	206420	207323	206462	207193	1	206462	207193	731	TATA-containing	TAF1-depleted	206380	206352	Verified
YHR049C-A	chrVIII	-	207188	209001	207234	207530	1	207234	207530	296	#N/A	#N/A	#N/A	#N/A	Dubious
YHR050W	chrVIII	+	207490	209370	207654	209303	1	207654	209303	1649	TATA-less	TAF1-enriched	207510	207487	Verified
YHR050W-A	chrVIII	+	208896	209718	209475	209645	1	209475	209645	170	TATA-less	TAF1-depleted	209295	209255	Uncharacterized
YHR051W	chrVIII	+	209545	210426	209705	210151	1	209705	210151	446	TATA-less	TAF1-enriched	209526	209472	Verified
YHR052W	chrVIII	+	210810	212112	210848	211978	1	210848	211978	1130	TATA-less	TAF1-depleted	210793	210786	Verified
YHR052W-A	chrVIII	+	#N/A	#N/A	212510	212704	1	212510	212704	194	#N/A	#N/A	#N/A	#N/A	Dubious
YHR053C	chrVIII	-	#N/A	#N/A	212535	212720	1	212535	212720	185	#N/A	#N/A	#N/A	#N/A	Verified
YHR054C	chrVIII	-	#N/A	#N/A	213185	214249	1	213185	214249	1064	#N/A	#N/A	#N/A	#N/A	Uncharacterized
YHR054W-A	chrVIII	+	#N/A	#N/A	214508	214702	1	214508	214702	194	#N/A	#N/A	#N/A	#N/A	Dubious
YHR055C	chrVIII	-	#N/A	#N/A	214533	214718	1	214533	214718	185	#N/A	#N/A	#N/A	#N/A	Verified
YHR056C	chrVIII	-	#N/A	#N/A	215183	217834	1	215183	217834	2651	TATA-less	TAF1-enriched	217884	217910	Verified
YHR056W-A	chrVIII	+	217205	218227	217406	217840	1	217406	217840	434	#N/A	#N/A	#N/A	#N/A	Dubious
YHR057C	chrVIII	-	218152	218859	218226	218843	1	218226	218843	617	#N/A	#N/A	#N/A	#N/A	Verified
YHR058C	chrVIII	-	218940	219928	218997	219884	1	218997	219884	887	TATA-containing	TAF1-enriched	219931	219971	Verified
YHR059W	chrVIII	+	220056	220601	220108	220500	1	220108	220500	392	#N/A	#N/A	#N/A	#N/A	Verified
YHR060W	chrVIII	+	220695	221382	220725	221270	1	220725	221270	545	TATA-less	TAF1-enriched	220736	220678	Verified
YHR061C	chrVIII	-	221259	222504	221534	222478	1	221534	222478	944	#N/A	#N/A	#N/A	#N/A	Verified
