	Chr	ORF	TSS	Strand	TTS	+1 nucleosome
2869	chrXII	YLL063C	16041	-	14489	15982
2870	chrXII	YLL062C	17692	-	16515	17700
2871	chrXII	YLL061W	17949	+	19760	17970
2872	chrXII	YLL060C	21839	-	20909	21824
2873	chrXII	YLL057C	27008	-	25565	27431
2874	chrXII	YLL055W	29625	+	31767	29812
2875	chrXII	YLL052C	36383	-	35912	36649
2876	chrXII	YLL051C	39541	-	37151	39488
2877	chrXII	YLL050C	40443	-	39680	40375
2878	chrXII	YLL049W	40641	+	41298	40690
2879	chrXII	YLL048C	46433	-	41175	46403
2880	chrXII	YLL046C	47463	-	46500	47559
2881	chrXII	YLL045C	48652	-	47746	48648
2882	chrXII	YLL043W	49865	+	52113	49916
2883	chrXII	YLL042C	52639	-	51985	52565
2884	chrXII	YLL041C	54008	-	52853	53943
2885	chrXII	YLL040C	63756	-	54145	63705
2886	chrXII	YLL039C	65304	-	64005	65330
2887	chrXII	YLL038C	66568	-	65775	66495
2888	chrXII	YLL036C	68268	-	66660	68220
2889	chrXII	YLL035W	68419	+	70710	68498
2890	chrXII	YLL034C	73184	-	70478	73150
2891	chrXII	YLL033W	73395	+	74251	73440
2892	chrXII	YLL032C	76852	-	73952	76802
2893	chrXII	YLL031C	80269	-	77059	80210
2894	chrXII	YLL029W	81358	+	83814	81409
2895	chrXII	YLL028W	84646	+	86726	84607
2896	chrXII	YLL027W	87256	+	88314	87234
2897	chrXII	YLL026W	88573	+	91434	88515
2898	chrXII	YLL024C	97515	-	95432	97551
2899	chrXII	YLL023C	98889	-	97871	98839
2900	chrXII	YLL022C	100193	-	98986	100179
2901	chrXII	YLL021W	100803	+	105452	100827
2902	chrXII	YLL019C	107899	-	105653	108131
2903	chrXII	YLL018C-A	109030	-	108676	108962
2904	chrXII	YLL018C	111614	-	109746	111578
2905	chrXII	YLL015W	116313	+	121148	116367
2906	chrXII	YLL014W	121304	+	121737	121347
2907	chrXII	YLL013C	125027	-	121905	124899
2908	chrXII	YLL012W	125481	+	127334	125480
2909	chrXII	YLL011W	127512	+	129055	127558
2910	chrXII	YLL010C	130796	-	129071	130782
2911	chrXII	YLL009C	131466	-	131085	131410
2912	chrXII	YLL008W	131699	+	134120	131710
2913	chrXII	YLL006W	136565	+	137901	136588
2914	chrXII	YLL005C	140546	-	137940	140857
2915	chrXII	YLL004W	141067	+	142998	141121
2916	chrXII	YLL003W	143153	+	146101	143200
2917	chrXII	YLL002W	146276	+	147669	146306
2918	chrXII	YLL001W	147860	+	150412	147876
2919	chrXII	YLR002C	156370	-	154245	156334
2920	chrXII	YLR004C	159816	-	157868	159622
2921	chrXII	YLR005W	160020	+	161705	160053
2922	chrXII	YLR006C	164068	-	161674	164031
2923	chrXII	YLR007W	164385	+	165448	164427
2924	chrXII	YLR008C	166194	-	165305	166123
2925	chrXII	YLR009W	166397	+	167268	166424
2926	chrXII	YLR010C	168036	-	167116	167790
2927	chrXII	YLR011W	169035	+	169799	169052
2928	chrXII	YLR013W	171339	+	171764	171138
2929	chrXII	YLR014C	175026	-	171991	174983
2930	chrXII	YLR015W	175190	+	176916	175228
2931	chrXII	YLR016C	177449	-	176754	177394
2932	chrXII	YLR017W	177614	+	178708	177665
2933	chrXII	YLR018C	179696	-	178607	179631
2934	chrXII	YLR019W	179982	+	181618	180044
2935	chrXII	YLR020C	183444	-	181612	183395
2936	chrXII	YLR021W	183591	+	184210	183655
2937	chrXII	YLR022C	184927	-	184112	184893
2938	chrXII	YLR023C	187317	-	185417	187263
2939	chrXII	YLR024C	193465	-	187638	193435
2940	chrXII	YLR025W	194403	+	195301	194431
2941	chrXII	YLR026C	196587	-	195417	196532
2942	chrXII	YLR027C	198113	-	196780	198052
2943	chrXII	YLR028C	201468	-	199457	201420
2944	chrXII	YLR029C	202613	-	201845	202591
2945	chrXII	YLR032W	204940	+	208557	204985
2946	chrXII	YLR033W	208708	+	210467	208760
2947	chrXII	YLR034C	212092	-	210352	212099
2948	chrXII	YLR035C	214495	-	212282	214426
2949	chrXII	YLR038C	225237	-	224604	225186
2950	chrXII	YLR039C	228534	-	225363	228474
2951	chrXII	YLR043C	232059	-	231612	232008
2952	chrXII	YLR044C	234111	-	232313	234194
2953	chrXII	YLR045C	237805	-	234780	237719
2954	chrXII	YLR047C	241643	-	239347	241643
2955	chrXII	YLR048W	242190	+	243591	242226
2956	chrXII	YLR051C	246998	-	246223	246948
2957	chrXII	YLR052W	247195	+	248097	247225
2958	chrXII	YLR054C	250978	-	248475	251035
2959	chrXII	YLR055C	253138	-	251234	253091
2960	chrXII	YLR056W	253804	+	255085	253689
2961	chrXII	YLR058C	259440	-	257843	259485
2962	chrXII	YLR059C	260536	-	259554	260484
2963	chrXII	YLR060W	260950	+	262872	260989
2964	chrXII	YLR061W	263172	+	264039	263191
2965	chrXII	YLR064W	265400	+	266361	265483
2966	chrXII	YLR066W	267140	+	267814	267171
2967	chrXII	YLR067C	270710	-	267722	270746
2968	chrXII	YLR068W	270971	+	271572	271021
2969	chrXII	YLR069C	273921	-	271584	273881
2970	chrXII	YLR070C	275036	-	274037	275231
2971	chrXII	YLR071C	278659	-	275238	278600
2972	chrXII	YLR073C	281741	-	280940	281708
2973	chrXII	YLR074C	282490	-	281883	282439
2974	chrXII	YLR075W	282906	+	283710	282877
2975	chrXII	YLR077W	283841	+	285780	283927
2976	chrXII	YLR078C	286612	-	285644	286557
2977	chrXII	YLR079W	286772	+	287828	286822
2978	chrXII	YLR080W	287985	+	289327	288007
2979	chrXII	YLR081W	290212	+	291936	290016
2980	chrXII	YLR082C	293628	-	292045	293578
2981	chrXII	YLR083C	296258	-	293925	296206
2982	chrXII	YLR084C	300292	-	296515	300323
2983	chrXII	YLR085C	302018	-	300546	301958
2984	chrXII	YLR086W	302187	+	306828	302233
2985	chrXII	YLR087C	315854	-	306693	315855
2986	chrXII	YLR088W	316075	+	318137	316111
2987	chrXII	YLR090W	320683	+	322178	320683
2988	chrXII	YLR091W	322273	+	323484	322343
2989	chrXII	YLR092W	323544	+	326421	323390
2990	chrXII	YLR093C	327470	-	326248	327420
2991	chrXII	YLR094C	329257	-	327611	329231
2992	chrXII	YLR095C	332128	-	329619	332118
2993	chrXII	YLR096W	332387	+	336146	332439
2994	chrXII	YLR097C	337323	-	336126	337265
2995	chrXII	YLR098C	339473	-	337382	339629
2996	chrXII	YLR100W	341786	+	342939	341833
2997	chrXII	YLR102C	343780	-	342790	343744
2998	chrXII	YLR103C	346019	-	343917	345964
2999	chrXII	YLR105C	348205	-	347019	348190
3000	chrXII	YLR106C	363857	-	348830	363829
3001	chrXII	YLR107W	364116	+	365504	364115
3002	chrXII	YLR109W	368744	+	369379	368717
3003	chrXII	YLR110C	370141	-	369581	370028
3004	chrXII	YLR113W	371446	+	373066	371473
3005	chrXII	YLR114C	377303	-	374735	377288
3006	chrXII	YLR115W	377965	+	380712	378018
3007	chrXII	YLR116W	380840	+	382456	380894
3008	chrXII	YLR117C	384534	-	382347	384520
3009	chrXII	YLR118C	385443	-	384622	385399
3010	chrXII	YLR119W	385557	+	386263	385640
3011	chrXII	YLR120C	388333	-	386178	388341
3012	chrXII	YLR121C	390406	-	388601	390335
3013	chrXII	YLR127C	398371	-	395560	398337
3014	chrXII	YLR128W	398482	+	399662	398516
3015	chrXII	YLR129W	399621	+	402630	399670
3016	chrXII	YLR130C	404257	-	402726	404189
3017	chrXII	YLR131C	407046	-	404439	407072
3018	chrXII	YLR133W	408345	+	410193	408420
3019	chrXII	YLR134W	410680	+	412537	410573
3020	chrXII	YLR135W	413178	+	415666	413275
3021	chrXII	YLR136C	416699	-	415552	416788
3022	chrXII	YLR138W	418283	+	421456	418314
3023	chrXII	YLR139C	423504	-	421369	423453
3024	chrXII	YLR141W	423658	+	424774	423721
3025	chrXII	YLR142W	425078	+	426751	425063
3026	chrXII	YLR144C	432036	-	429564	431977
3027	chrXII	YLR145W	432159	+	432831	432220
3028	chrXII	YLR146C	433755	-	432737	433696
3029	chrXII	YLR147C	434494	-	434036	434423
3030	chrXII	YLR148W	434593	+	437538	434664
3031	chrXII	YLR150W	440441	+	441504	440499
3032	chrXII	YLR151C	442738	-	441439	442708
3033	chrXII	YLR153C	447643	-	445263	447624
3034	chrXII	YLR154C	448369	-	447913	448319
3035	chrXII	YLR155C	470405	-	469233	470639
3036	chrXII	YLR157C	474169	-	472885	474284
3037	chrXII	YLR158C	483637	-	482433	483857
3038	chrXII	YLR160C	487553	-	486117	487516
3039	chrXII	YLR163C	493279	-	491722	493235
3040	chrXII	YLR164W	493883	+	494568	493512
3041	chrXII	YLR165C	495266	-	494417	495195
3042	chrXII	YLR166C	498080	-	495366	498033
3043	chrXII	YLR167W	498890	+	499453	498908
3044	chrXII	YLR168C	500270	-	499466	500285
3045	chrXII	YLR170C	501074	-	500346	501044
3046	chrXII	YLR172C	502190	-	501191	502120
3047	chrXII	YLR174W	504591	+	505928	504425
3048	chrXII	YLR175W	506105	+	507725	506147
3049	chrXII	YLR176C	510454	-	507715	510136
3050	chrXII	YLR178C	513851	-	513108	513833
3051	chrXII	YLR179C	514764	-	514003	514748
3052	chrXII	YLR180W	515206	+	516679	515206
3053	chrXII	YLR181C	517692	-	516547	517691
3054	chrXII	YLR182W	517886	+	520472	517954
3055	chrXII	YLR183C	522046	-	520389	522082
3056	chrXII	YLR185W	522672	+	523385	522685
3057	chrXII	YLR186W	523575	+	524466	523620
3058	chrXII	YLR188W	528231	+	530633	528271
3059	chrXII	YLR189C	534628	-	530718	534400
3060	chrXII	YLR190W	534836	+	537044	534795
3061	chrXII	YLR191W	537228	+	538596	537281
3062	chrXII	YLR192C	539686	-	538552	539625
3063	chrXII	YLR193C	540586	-	539843	540520
3064	chrXII	YLR195C	543335	-	541866	543284
3065	chrXII	YLR196W	543915	+	545828	543927
3066	chrXII	YLR197W	546061	+	547792	546102
3067	chrXII	YLR199C	548816	-	547563	548748
3068	chrXII	YLR200W	548984	+	549483	549035
3069	chrXII	YLR201C	550293	-	549405	550284
3070	chrXII	YLR203C	552024	-	550522	551998
3071	chrXII	YLR204W	552240	+	552758	552299
3072	chrXII	YLR205C	553717	-	552660	553805
3073	chrXII	YLR206W	554438	+	556549	554439
3074	chrXII	YLR207W	556788	+	559517	556770
3075	chrXII	YLR208W	559435	+	560714	559511
3076	chrXII	YLR209C	561766	-	560736	561717
3077	chrXII	YLR210W	561930	+	563567	561983
3078	chrXII	YLR212C	566326	-	564705	566267
3079	chrXII	YLR213C	568077	-	566524	567924
3080	chrXII	YLR214W	568518	+	570758	568426
3081	chrXII	YLR215C	571899	-	570698	571859
3082	chrXII	YLR216C	573242	-	571982	573206
3083	chrXII	YLR218C	573765	-	573368	573747
3084	chrXII	YLR219W	573978	+	576496	574019
3085	chrXII	YLR220W	576672	+	577932	576712
3086	chrXII	YLR221C	579057	-	578135	579013
3087	chrXII	YLR222C	581816	-	579213	581736
3088	chrXII	YLR223C	585802	-	582047	585815
3089	chrXII	YLR226W	589305	+	590541	589360
3090	chrXII	YLR227C	592562	-	590431	592376
3091	chrXII	YLR228C	602666	-	599848	602694
3092	chrXII	YLR229C	604996	-	604122	604953
3093	chrXII	YLR231C	607146	-	605643	607116
3094	chrXII	YLR233C	609566	-	607120	609521
3095	chrXII	YLR234W	609719	+	611753	609788
3096	chrXII	YLR237W	612300	+	614333	612042
3097	chrXII	YLR238W	614696	+	616304	614740
3098	chrXII	YLR239C	617375	-	616158	617298
3099	chrXII	YLR240W	617532	+	620272	617549
3100	chrXII	YLR242C	623986	-	622888	623913
3101	chrXII	YLR244C	626349	-	625114	626296
3102	chrXII	YLR245C	626931	-	626502	626902
3103	chrXII	YLR246W	627117	+	628267	627160
3104	chrXII	YLR247C	633371	-	628565	633340
3105	chrXII	YLR249W	636740	+	640043	636724
3106	chrXII	YLR250W	640273	+	641127	640311
3107	chrXII	YLR251W	641403	+	642350	641390
3108	chrXII	YLR254C	645071	-	644327	645028
3109	chrXII	YLR256W	646124	+	651120	646239
3110	chrXII	YLR258W	660628	+	663192	660480
3111	chrXII	YLR259C	665036	-	663084	664991
3112	chrXII	YLR260W	665716	+	668117	665776
3113	chrXII	YLR262C	668940	-	667944	668928
3114	chrXII	YLR262C-A	669684	-	669368	669641
3115	chrXII	YLR263W	669851	+	673155	670261
3116	chrXII	YLR264W	673124	+	673423	673133
3117	chrXII	YLR265C	675458	-	674265	675436
3118	chrXII	YLR266C	677694	-	675592	677652
3119	chrXII	YLR268W	680149	+	680946	680202
3120	chrXII	YLR270W	681077	+	682438	681109
3121	chrXII	YLR272C	687294	-	683591	687210
3122	chrXII	YLR273C	691258	-	688954	691264
3123	chrXII	YLR274W	691527	+	694014	691557
3124	chrXII	YLR275W	694323	+	695061	694379
3125	chrXII	YLR276C	696926	-	694980	696899
3126	chrXII	YLR277C	699643	-	697093	699605
3127	chrXII	YLR284C	707102	-	706113	707076
3128	chrXII	YLR285W	707326	+	708339	707398
3129	chrXII	YLR286C	710367	-	708277	710538
3130	chrXII	YLR287C-A	713201	-	712327	713134
3131	chrXII	YLR288C	714959	-	713346	714869
3132	chrXII	YLR289W	715059	+	717026	715113
3133	chrXII	YLR291C	719527	-	718166	719443
3134	chrXII	YLR292C	720390	-	719636	720364
3135	chrXII	YLR293C	721467	-	720670	721393
3136	chrXII	YLR295C	722412	-	721752	722384
3137	chrXII	YLR298C	725421	-	724649	725389
3138	chrXII	YLR299W	725858	+	728180	725935
3139	chrXII	YLR300W	728847	+	730548	728748
3140	chrXII	YLR303W	732542	+	733876	732437
3141	chrXII	YLR304C	737587	-	735057	737605
3142	chrXII	YLR305C	743900	-	738033	743860
3143	chrXII	YLR306W	744069	+	745027	744173
3144	chrXII	YLR307W	745620	+	746525	745578
3145	chrXII	YLR308W	747937	+	748875	747879
3146	chrXII	YLR309C	751790	-	748979	751762
3147	chrXII	YLR310C	757143	-	751981	757105
3148	chrXII	YLR312W-A	759468	+	760363	759501
3149	chrXII	YLR313C	762381	-	760750	762344
3150	chrXII	YLR314C	764177	-	762492	764124
3151	chrXII	YLR315W	764754	+	765269	764818
3152	chrXII	YLR316C	766367	-	765202	766336
3153	chrXII	YLR318W	766581	+	769226	766593
3154	chrXII	YLR319C	771755	-	769136	771685
3155	chrXII	YLR320W	771940	+	776340	771942
3156	chrXII	YLR321C	777872	-	776520	777828
3157	chrXII	YLR323C	778979	-	778002	778934
3158	chrXII	YLR324W	779148	+	780898	779186
3159	chrXII	YLR325C	781400	-	780902	781377
3160	chrXII	YLR327C	783656	-	782946	783686
3161	chrXII	YLR328W	784702	+	786289	784710
3162	chrXII	YLR329W	786442	+	787333	786428
3163	chrXII	YLR330W	787609	+	789824	787676
3164	chrXII	YLR332W	790305	+	792000	790318
3165	chrXII	YLR333C	796406	-	795465	796332
3166	chrXII	YLR335W	797421	+	799688	797431
3167	chrXII	YLR336C	802437	-	799586	802394
3168	chrXII	YLR337C	805162	-	802540	805129
3169	chrXII	YLR340W	805827	+	806906	805868
3170	chrXII	YLR341W	807385	+	808818	807326
3171	chrXII	YLR342W	809740	+	815845	809794
3172	chrXII	YLR343W	816094	+	817813	816058
3173	chrXII	YLR344W	819267	+	820247	819305
3174	chrXII	YLR347C	826539	-	823559	826493
3175	chrXII	YLR348C	827995	-	826860	828027
3176	chrXII	YLR350W	828683	+	829501	828656
3177	chrXII	YLR351C	830379	-	829383	830363
3178	chrXII	YLR353W	833871	+	836374	833930
3179	chrXII	YLR354C	837398	-	836191	837426
3180	chrXII	YLR355C	839332	-	837848	839322
3181	chrXII	YLR356W	840285	+	841021	840277
3182	chrXII	YLR357W	841279	+	844191	841345
3183	chrXII	YLR359W	844214	+	845858	844216
3184	chrXII	YLR360W	846026	+	847561	846056
3185	chrXII	YLR361C	849145	-	847081	849110
3186	chrXII	YLR362W	849836	+	852132	849870
3187	chrXII	YLR363C	853218	-	852495	853186
3188	chrXII	YLR364W	854062	+	854463	854013
3189	chrXII	YLR367W	855831	+	857371	855890
3190	chrXII	YLR368W	857474	+	859380	857538
3191	chrXII	YLR369W	859529	+	861648	859551
3192	chrXII	YLR370C	862294	-	861557	862260
3193	chrXII	YLR371W	862516	+	866956	862554
3194	chrXII	YLR372W	867210	+	868493	867188
3195	chrXII	YLR373C	871383	-	868576	871351
3196	chrXII	YLR375W	871607	+	872820	871687
3197	chrXII	YLR376C	873601	-	872742	873569
3198	chrXII	YLR377C	874792	-	873746	875087
3199	chrXII	YLR378C	877383	-	875580	877364
3200	chrXII	YLR380W	878203	+	879568	878225
3201	chrXII	YLR381W	879677	+	881924	879729
3202	chrXII	YLR382C	884996	-	881907	884783
3203	chrXII	YLR383W	885206	+	888694	885244
3204	chrXII	YLR384C	892885	-	888782	892827
3205	chrXII	YLR385C	893428	-	892992	893389
3206	chrXII	YLR386W	893606	+	896371	893649
3207	chrXII	YLR387C	897721	-	896280	897713
3208	chrXII	YLR388W	898094	+	898895	898156
3209	chrXII	YLR389C	902660	-	899414	902640
3210	chrXII	YLR390W	903126	+	903563	903183
3211	chrXII	YLR390W-A	903670	+	904661	903731
3212	chrXII	YLR392C	906484	-	904657	906458
3213	chrXII	YLR393W	907035	+	907918	907077
3214	chrXII	YLR395C	910008	-	909523	909988
3215	chrXII	YLR396C	912348	-	910198	912319
3216	chrXII	YLR397C	914961	-	912414	914880
3217	chrXII	YLR398C	919059	-	915039	919009
3218	chrXII	YLR399C	921642	-	919220	921475
3219	chrXII	YLR401C	924496	-	922397	924447
3220	chrXII	YLR403W	924931	+	927966	925009
3221	chrXII	YLR404W	928714	+	929650	928783
3222	chrXII	YLR405W	929782	+	930933	929829
3223	chrXII	YLR406C	931781	-	930878	931875
3224	chrXII	YLR409C	937281	-	934363	937222
3225	chrXII	YLR410W	937480	+	941045	937526
3226	chrXII	YLR411W	947139	+	948146	947172
3227	chrXII	YLR412W	948351	+	949261	948387
3228	chrXII	YLR417W	954949	+	956809	954987
3229	chrXII	YLR418C	958155	-	956818	958138
3230	chrXII	YLR420W	963761	+	964955	963772
3231	chrXII	YLR421C	965597	-	964861	965548
3232	chrXII	YLR423C	973189	-	971694	973165
3233	chrXII	YLR424W	973374	+	975656	973417
3234	chrXII	YLR425W	982693	+	986861	982763
3235	chrXII	YLR427W	988324	+	990560	988368
3236	chrXII	YLR429W	990730	+	992847	990792
3237	chrXII	YLR430W	993136	+	1000217	993203
3238	chrXII	YLR431C	1001991	-	1000134	1001810
3239	chrXII	YLR432W	1002325	+	1004185	1002368
3240	chrXII	YLR433C	1006122	-	1004077	1006111
3241	chrXII	YLR435W	1006313	+	1007145	1006366
3242	chrXII	YLR436C	1011339	-	1007299	1011255
3243	chrXII	YLR437C	1012041	-	1011464	1011988
3244	chrXII	YLR438W	1012466	+	1013890	1012473
3245	chrXII	YLR438C-A	1014237	-	1013796	1014188
3246	chrXII	YLR439W	1014441	+	1015600	1014482
3247	chrXII	YLR440C	1017766	-	1015384	1017714
3248	chrXII	YLR441C	1018936	-	1017924	1018915
3249	chrXII	YLR442C	1022289	-	1019223	1022240
3250	chrXII	YLR443W	1022482	+	1024072	1022532
3251	chrXII	YLR447C	1027929	-	1026704	1027903
3252	chrXII	YLR448W	1028799	+	1030015	1028862
3253	chrXII	YLR449W	1030813	+	1032101	1030855
3254	chrXII	YLR450W	1032444	+	1035853	1032501
3255	chrXII	YLR451W	1036001	+	1038892	1036042
3256	chrXII	YLR452C	1041422	-	1039119	1041511
3257	chrXII	YLR453C	1043036	-	1041799	1043297
3258	chrXII	YLR457C	1056757	-	1055632	1056739
3259	chrXII	YLR459W	1057319	+	1058575	1057357
3260	chrXII	YLR461W	1062919	+	1063420	1062709
3261	chrXII	YLR466W	1067087	+	1071312	1067300
3262	chrXII	YLR467W	1072104	+	1077975	1072106
3263	chrXIII	YML132W	7237	+	8460	7313
3264	chrXIII	YML130C	13271	-	11389	13244
3265	chrXIII	YML129C	14763	-	14311	14709
3266	chrXIII	YML128C	16778	-	14956	16741
3267	chrXIII	YML127W	16984	+	18959	17087
3268	chrXIII	YML126C	20474	-	18874	20442
3269	chrXIII	YML125C	21717	-	20685	21667
3270	chrXIII	YML124C	23713	-	21925	23665
3271	chrXIII	YML123C	25839	-	23899	26079
3272	chrXIII	YML121W	26870	+	28048	26915
3273	chrXIII	YML120C	29897	-	27932	29840
3274	chrXIII	YML118W	32178	+	33851	31928
3275	chrXIII	YML117W	34102	+	37917	34151
3276	chrXIII	YML116W	38115	+	39980	38092
3277	chrXIII	YML115C	41865	-	40131	41792
3278	chrXIII	YML114C	43594	-	42027	43540
3279	chrXIII	YML113W	43997	+	44935	44032
3280	chrXIII	YML112W	45009	+	46135	45089
3281	chrXIII	YML111W	46816	+	49850	46840
3282	chrXIII	YML110C	50981	-	49748	50943
3283	chrXIII	YML109W	51587	+	54542	51625
3284	chrXIII	YML107C	56255	-	55226	56238
3285	chrXIII	YML106W	56482	+	57512	56525
3286	chrXIII	YML105C	58718	-	57761	58666
3287	chrXIII	YML104C	62358	-	58879	62300
3288	chrXIII	YML103C	67586	-	62533	67521
3289	chrXIII	YML102W	68288	+	69753	68315
3290	chrXIII	YML100W	70526	+	74015	70512
3291	chrXIII	YML099C	76997	-	74258	76986
3292	chrXIII	YML098W	77247	+	77929	77299
3293	chrXIII	YML097C	79733	-	78269	79670
3294	chrXIII	YML095C	82139	-	81246	82091
3295	chrXIII	YML094W	82244	+	82944	82323
3296	chrXIII	YML093W	83066	+	85887	83122
3297	chrXIII	YML092C	86760	-	85888	86733
3298	chrXIII	YML091C	91018	-	87042	91007
3299	chrXIII	YML088W	91962	+	94322	92251
3300	chrXIII	YML087C	95379	-	94322	95437
3301	chrXIII	YML086C	97527	-	95675	97475
3302	chrXIII	YML085C	99432	-	97768	99406
3303	chrXIII	YML081C-A	104221	-	103875	104159
3304	chrXIII	YML080W	108686	+	110187	108759
3305	chrXIII	YML078W	110977	+	111686	111032
3306	chrXIII	YML077W	111865	+	112470	111876
3307	chrXIII	YML076C	115385	-	112292	115321
3308	chrXIII	YML075C	118986	-	115589	118961
3309	chrXIII	YML074C	121350	-	119991	121310
3310	chrXIII	YML073C	124209	-	123150	124185
3311	chrXIII	YML072C	129526	-	124589	129531
3312	chrXIII	YML071C	131648	-	129705	131588
3313	chrXIII	YML070W	133403	+	135299	133477
3314	chrXIII	YML069W	135460	+	137235	135486
3315	chrXIII	YML068W	137485	+	139034	137492
3316	chrXIII	YML067C	140234	-	139018	140193
3317	chrXIII	YML066C	141953	-	140424	141926
3318	chrXIII	YML065W	142116	+	145083	142182
3319	chrXIII	YML064C	145937	-	144951	145916
3320	chrXIII	YML063W	146456	+	147336	146480
3321	chrXIII	YML062C	148737	-	147431	148657
3322	chrXIII	YML061C	151682	-	148864	151614
3323	chrXIII	YML060W	151792	+	153220	151864
3324	chrXIII	YML059C	158322	-	153142	158268
3325	chrXIII	YML058W-A	158717	+	159098	158665
3326	chrXIII	YML058W	159339	+	159937	159409
3327	chrXIII	YML057W	160125	+	162123	160172
3328	chrXIII	YML055W	164614	+	165385	164808
3329	chrXIII	YML054C	167308	-	165533	167443
3330	chrXIII	YML052W	170372	+	171415	170413
3331	chrXIII	YML051W	171516	+	173044	171567
3332	chrXIII	YML050W	173121	+	174204	173177
3333	chrXIII	YML049C	178177	-	174100	178130
3334	chrXIII	YML048W	178384	+	179830	178446
3335	chrXIII	YML047C	181075	-	180017	181175
3336	chrXIII	YML046W	181369	+	183528	181433
3337	chrXIII	YML043C	191929	-	190103	191875
3338	chrXIII	YML042W	192788	+	194918	192622
3339	chrXIII	YML041C	195800	-	194825	195760
3340	chrXIII	YML038C	204186	-	202554	204203
3341	chrXIII	YML036W	205611	+	206538	205658
3342	chrXIII	YML035C	209066	-	206156	209013
3343	chrXIII	YML034W	209451	+	212323	209477
3344	chrXIII	YML032C	213970	-	212336	213927
3345	chrXIII	YML031W	214157	+	216232	214202
3346	chrXIII	YML030W	216412	+	217150	216449
3347	chrXIII	YML029W	217282	+	220204	217337
3348	chrXIII	YML028W	220109	+	220834	220121
3349	chrXIII	YML027W	221190	+	222692	221222
3350	chrXIII	YML026C	223858	-	222798	223845
3351	chrXIII	YML025C	225417	-	224300	225364
3352	chrXIII	YML024W	225835	+	226758	225905
3353	chrXIII	YML023C	228708	-	226939	228664
3354	chrXIII	YML022W	228868	+	229632	228920
3355	chrXIII	YML021C	230793	-	229573	230743
3356	chrXIII	YML019W	233419	+	234716	233498
3357	chrXIII	YML017W	236518	+	239059	236560
3358	chrXIII	YML016C	241799	-	239294	241757
3359	chrXIII	YML015C	243059	-	241868	243010
3360	chrXIII	YML014W	243215	+	244160	243260
3361	chrXIII	YML013W	244120	+	246128	244149
3362	chrXIII	YML012W	246075	+	246876	246112
3363	chrXIII	YML011C	247464	-	246776	247418
3364	chrXIII	YML010W	247639	+	251118	247705
3365	chrXIII	YML009C	251558	-	251116	251506
3366	chrXIII	YML008C	253024	-	251750	252973
3367	chrXIII	YML007W	253699	+	255992	253754
3368	chrXIII	YML006C	258574	-	256018	258542
3369	chrXIII	YML005W	260236	+	261659	260269
3370	chrXIII	YML004C	262703	-	261569	262627
3371	chrXIII	YML001W	267081	+	267870	267115
3372	chrXIII	YMR001C	271471	-	268869	271119
3373	chrXIII	YMR002W	272138	+	272902	272201
3374	chrXIII	YMR003W	273086	+	273790	273113
3375	chrXIII	YMR004W	273957	+	275700	274001
3376	chrXIII	YMR005W	275959	+	277298	275994
3377	chrXIII	YMR006C	279739	-	277457	279824
3378	chrXIII	YMR008C	282768	-	280252	282749
3379	chrXIII	YMR009W	284068	+	284675	284079
3380	chrXIII	YMR011W	288041	+	289818	287938
3381	chrXIII	YMR012W	291026	+	295103	291089
3382	chrXIII	YMR013C	296786	-	294974	296764
3383	chrXIII	YMR014W	298842	+	300546	298870
3384	chrXIII	YMR015C	302539	-	300700	302673
3385	chrXIII	YMR016C	305819	-	303084	306019
3386	chrXIII	YMR017W	307489	+	308682	307012
3387	chrXIII	YMR019W	312228	+	315106	312267
3388	chrXIII	YMR020W	315410	+	316994	315314
3389	chrXIII	YMR021C	318502	-	316894	318427
3390	chrXIII	YMR022W	318680	+	319277	318713
3391	chrXIII	YMR023C	321229	-	319381	321007
3392	chrXIII	YMR024W	321907	+	323189	321940
3393	chrXIII	YMR026C	325557	-	324152	325554
3394	chrXIII	YMR028W	327459	+	328692	327501
3395	chrXIII	YMR029C	330260	-	328553	330222
3396	chrXIII	YMR030W	330619	+	332054	330647
3397	chrXIII	YMR032W	335194	+	337461	335194
3398	chrXIII	YMR033W	337745	+	339432	337801
3399	chrXIII	YMR035W	341126	+	341963	341160
3400	chrXIII	YMR036C	343562	-	341718	343511
3401	chrXIII	YMR037C	346946	-	344130	346919
3402	chrXIII	YMR038C	348277	-	347448	348215
3403	chrXIII	YMR039C	349622	-	348469	349828
3404	chrXIII	YMR040W	350312	+	350941	350136
3405	chrXIII	YMR041C	351991	-	350845	352121
3406	chrXIII	YMR042W	352596	+	353490	352557
3407	chrXIII	YMR043W	353864	+	355056	353891
3408	chrXIII	YMR044W	355344	+	356952	355395
3409	chrXIII	YMR047C	366780	-	363293	366724
3410	chrXIII	YMR048W	366972	+	368043	367009
3411	chrXIII	YMR049C	370561	-	368034	370509
3412	chrXIII	YMR052W	379566	+	380311	379584
3413	chrXIII	YMR053C	382898	-	380236	382866
3414	chrXIII	YMR054W	383089	+	386093	383167
3415	chrXIII	YMR055C	387050	-	386069	386997
3416	chrXIII	YMR056C	388244	-	387190	388246
3417	chrXIII	YMR058W	388767	+	390871	388630
3418	chrXIII	YMR059W	391077	+	391588	391104
3419	chrXIII	YMR060C	392527	-	391497	392492
3420	chrXIII	YMR061W	392731	+	394894	392782
3421	chrXIII	YMR062C	396426	-	394943	396358
