	Chr	ORF	TSS	Strand	TTS	+2 nucleosome
2631	chrXI	YKL188C	88573	-	86016	88744
2632	chrXI	YKL186C	93348	-	92644	93132
2633	chrXI	YKL185W	94151	+	96378	94732
2634	chrXI	YKL184W	96605	+	98168	96768
2635	chrXI	YKL183W	98578	+	99776	98785
2636	chrXI	YKL182W	100347	+	106912	100313
2637	chrXI	YKL181W	107140	+	108722	107337
2638	chrXI	YKL180W	109248	+	110238	109429
2639	chrXI	YKL179C	112518	-	110236	112315
2640	chrXI	YKL176C	118328	-	115408	118131
2641	chrXI	YKL175W	118774	+	120388	118948
2642	chrXI	YKL174C	122322	-	120298	122111
2643	chrXI	YKL173W	122439	+	125646	122716
2644	chrXI	YKL172W	125736	+	127141	125946
2645	chrXI	YKL171W	127398	+	130468	127572
2646	chrXI	YKL170W	130561	+	131186	130768
2647	chrXI	YKL168C	133490	-	131103	133246
2648	chrXI	YKL167C	134128	-	133512	133947
2649	chrXI	YKL166C	135859	-	134289	135670
2650	chrXI	YKL165C	140720	-	137775	140745
2651	chrXI	YKL164C	142897	-	141536	143057
2652	chrXI	YKL163W	144401	+	145633	144329
2653	chrXI	YKL161C	150965	-	149128	150788
2654	chrXI	YKL160W	153261	+	153774	153474
2655	chrXI	YKL159C	154461	-	153716	154243
2656	chrXI	YKL157W	154959	+	158387	155157
2657	chrXI	YKL156W	158605	+	159419	158804
2658	chrXI	YKL155C	161345	-	159411	161130
2659	chrXI	YKL154W	161521	+	162400	161726
2660	chrXI	YKL152C	164408	-	163502	164151
2661	chrXI	YKL150W	166476	+	167572	166646
2662	chrXI	YKL149C	168869	-	167483	168622
2663	chrXI	YKL148C	171281	-	169011	171122
2664	chrXI	YKL146W	171762	+	173942	171970
2665	chrXI	YKL145W	174190	+	175767	174347
2666	chrXI	YKL144C	176545	-	175716	176322
2667	chrXI	YKL143W	176727	+	178253	176951
2668	chrXI	YKL142W	178466	+	179314	178662
2669	chrXI	YKL141W	179626	+	180365	179841
2670	chrXI	YKL140W	180529	+	182619	180767
2671	chrXI	YKL139W	182775	+	184595	182991
2672	chrXI	YKL138C-A	185034	-	184500	184818
2673	chrXI	YKL138C	185791	-	185212	185531
2674	chrXI	YKL137W	185904	+	186490	186120
2675	chrXI	YKL135C	188763	-	186386	188536
2676	chrXI	YKL134C	191494	-	188947	191280
2677	chrXI	YKL132C	194989	-	193329	194812
2678	chrXI	YKL130C	196078	-	195154	195881
2679	chrXI	YKL129C	200237	-	196243	200019
2680	chrXI	YKL128C	201802	-	200784	201585
2681	chrXI	YKL127W	203487	+	205397	203702
2682	chrXI	YKL126W	205509	+	207822	205728
2683	chrXI	YKL125W	208124	+	210289	208360
2684	chrXI	YKL124W	210492	+	212513	210652
2685	chrXI	YKL122C	213023	-	212405	212823
2686	chrXI	YKL120W	217254	+	218499	217428
2687	chrXI	YKL119C	219260	-	218429	219043
2688	chrXI	YKL117W	220293	+	221123	220491
2689	chrXI	YKL116C	223082	-	221199	222893
2690	chrXI	YKL114C	224489	-	223271	224282
2691	chrXI	YKL113C	225901	-	224619	225694
2692	chrXI	YKL112W	226403	+	228906	226701
2693	chrXI	YKL110C	229933	-	228797	229711
2694	chrXI	YKL108W	234411	+	235927	234615
2695	chrXI	YKL106W	237419	+	239012	237644
2696	chrXI	YKL104C	245575	-	242972	245349
2697	chrXI	YKL103C	247761	-	245961	247532
2698	chrXI	YKL101W	248665	+	253524	248753
2699	chrXI	YKL099C	256541	-	255634	256320
2700	chrXI	YKL098W	256744	+	257927	256940
2701	chrXI	YKL096W	261090	+	261947	261127
2702	chrXI	YKL095W	262095	+	263113	262347
2703	chrXI	YKL094W	263331	+	264379	263551
2704	chrXI	YKL093W	264789	+	265999	264876
2705	chrXI	YKL092C	269535	-	266015	269319
2706	chrXI	YKL091C	270681	-	269623	270461
2707	chrXI	YKL090W	271842	+	273389	272088
2708	chrXI	YKL089W	273369	+	275137	273584
2709	chrXI	YKL088W	275254	+	277208	275462
2710	chrXI	YKL087C	277962	-	277087	277739
2711	chrXI	YKL086W	278255	+	278755	278392
2712	chrXI	YKL085W	279032	+	280493	279192
2713	chrXI	YKL084W	280467	+	281069	280658
2714	chrXI	YKL082C	282394	-	280912	282180
2715	chrXI	YKL081W	282866	+	284694	283034
2716	chrXI	YKL080W	284925	+	286257	285134
2717	chrXI	YKL079W	286547	+	288649	286758
2718	chrXI	YKL078W	288812	+	291135	289036
2719	chrXI	YKL074C	296187	-	294536	295982
2720	chrXI	YKL073W	296380	+	299162	296597
2721	chrXI	YKL072W	299381	+	302014	299576
2722	chrXI	YKL069W	307277	+	307889	307502
2723	chrXI	YKL068W	310079	+	313196	310311
2724	chrXI	YKL067W	314742	+	315467	314930
2725	chrXI	YKL065C	317093	-	316346	316914
2726	chrXI	YKL064W	317564	+	320836	317764
2727	chrXI	YKL062W	323123	+	325447	323126
2728	chrXI	YKL060C	327511	-	326327	327164
2729	chrXI	YKL059C	329513	-	328025	329284
2730	chrXI	YKL058W	330158	+	330746	330353
2731	chrXI	YKL057C	334034	-	330806	333801
2732	chrXI	YKL056C	334958	-	334310	334771
2733	chrXI	YKL055C	336185	-	335125	335992
2734	chrXI	YKL054C	338850	-	336326	338687
2735	chrXI	YKL053C-A	339515	-	339067	339286
2736	chrXI	YKL052C	340569	-	339634	340340
2737	chrXI	YKL051W	341149	+	342469	341335
2738	chrXI	YKL050C	345620	-	342668	345171
2739	chrXI	YKL049C	346803	-	345983	346593
2740	chrXI	YKL048C	349221	-	347061	349003
2741	chrXI	YKL046C	352842	-	351039	352651
2742	chrXI	YKL045W	353426	+	355182	353630
2743	chrXI	YKL043W	356475	+	358007	356587
2744	chrXI	YKL042W	358386	+	359787	358554
2745	chrXI	YKL041W	360025	+	360877	360237
2746	chrXI	YKL040C	361904	-	360808	361656
2747	chrXI	YKL039W	362454	+	364446	362667
2748	chrXI	YKL038W	365375	+	369283	365599
2749	chrXI	YKL035W	369820	+	371558	369997
2750	chrXI	YKL034W	371738	+	374218	371940
2751	chrXI	YKL033W	375450	+	378878	375630
2752	chrXI	YKL032C	382040	-	379908	381766
2753	chrXI	YKL029C	384762	-	382604	384481
2754	chrXI	YKL028W	385728	+	387273	385960
2755	chrXI	YKL027W	387505	+	389022	387679
2756	chrXI	YKL026C	390006	-	389207	389816
2757	chrXI	YKL025C	392313	-	390180	392084
2758	chrXI	YKL024C	393365	-	392423	393200
2759	chrXI	YKL022C	397165	-	394625	396933
2760	chrXI	YKL021C	398618	-	397258	398367
2761	chrXI	YKL020C	402133	-	398766	401912
2762	chrXI	YKL019W	402556	+	403594	402727
2763	chrXI	YKL018W	404072	+	405220	404290
2764	chrXI	YKL017C	407249	-	405125	407019
2765	chrXI	YKL016C	408060	-	407368	407908
2766	chrXI	YKL015W	408446	+	411596	408672
2767	chrXI	YKL014C	416943	-	411505	416740
2768	chrXI	YKL013C	418038	-	417343	417847
2769	chrXI	YKL012W	418247	+	420202	418469
2770	chrXI	YKL011C	421219	-	420073	421018
2771	chrXI	YKL010C	425979	-	421365	425766
2772	chrXI	YKL009W	426206	+	427045	426397
2773	chrXI	YKL008C	428675	-	427222	428514
2774	chrXI	YKL007W	429273	+	430246	429493
2775	chrXI	YKL006C-A	430674	-	430129	430458
2776	chrXI	YKL006W	431887	+	432810	432092
2777	chrXI	YKL005C	434993	-	432920	434772
2778	chrXI	YKL004W	435223	+	436926	435443
2779	chrXI	YKL003C	437485	-	436999	437300
2780	chrXI	YKL002W	437701	+	438620	437913
2781	chrXI	YKL001C	439429	-	438700	439302
2782	chrXI	YKR001C	442764	-	440466	442566
2783	chrXI	YKR002W	443027	+	445014	443213
2784	chrXI	YKR003W	445321	+	446816	445539
2785	chrXI	YKR004C	448083	-	446733	447839
2786	chrXI	YKR006C	451221	-	450327	451036
2787	chrXI	YKR007W	451414	+	452069	451632
2788	chrXI	YKR008W	452169	+	454203	452380
2789	chrXI	YKR009C	457054	-	454236	457007
2790	chrXI	YKR010C	461353	-	458821	461147
2791	chrXI	YKR013W	463919	+	465049	463950
2792	chrXI	YKR014C	466180	-	465136	465998
2793	chrXI	YKR016W	469669	+	471456	469877
2794	chrXI	YKR019C	478145	-	476078	477933
2795	chrXI	YKR020W	478321	+	479049	478550
2796	chrXI	YKR021W	479165	+	482136	479400
2797	chrXI	YKR022C	483195	-	482040	482986
2798	chrXI	YKR024C	487399	-	485067	487239
2799	chrXI	YKR025W	487739	+	488720	487966
2800	chrXI	YKR026C	489736	-	488565	489520
2801	chrXI	YKR027W	491303	+	493742	491338
2802	chrXI	YKR028W	493995	+	497484	494078
2803	chrXI	YKR029C	499872	-	497567	499642
2804	chrXI	YKR030W	500230	+	501213	500430
2805	chrXI	YKR031C	506490	-	501122	506284
2806	chrXI	YKR034W	506898	+	507707	506900
2807	chrXI	YKR035W-A	507922	+	508681	508131
2808	chrXI	YKR036C	510663	-	508583	510431
2809	chrXI	YKR037C	511806	-	510746	511589
2810	chrXI	YKR038C	513177	-	511907	512954
2811	chrXI	YKR039W	514991	+	516941	514881
2812	chrXI	YKR042W	519319	+	520858	519535
2813	chrXI	YKR043C	521744	-	520780	521524
2814	chrXI	YKR044W	521955	+	523401	522126
2815	chrXI	YKR046C	525083	-	524066	524849
2816	chrXI	YKR048C	526659	-	525255	526466
2817	chrXI	YKR049C	527249	-	526763	527023
2818	chrXI	YKR050W	527794	+	530678	527997
2819	chrXI	YKR052C	533535	-	532176	533435
2820	chrXI	YKR053C	535281	-	534004	535302
2821	chrXI	YKR054C	547990	-	535412	547754
2822	chrXI	YKR055W	548174	+	549393	548380
2823	chrXI	YKR056W	549563	+	551431	549770
2824	chrXI	YKR057W	551627	+	552441	551837
2825	chrXI	YKR058W	552770	+	554719	552843
2826	chrXI	YKR059W	554956	+	556283	555141
2827	chrXI	YKR060W	556487	+	557453	556707
2828	chrXI	YKR061W	557595	+	559139	557766
2829	chrXI	YKR062W	559575	+	560881	559818
2830	chrXI	YKR063C	562308	-	560649	562089
2831	chrXI	YKR064W	562503	+	565164	562714
2832	chrXI	YKR065C	565921	-	565179	565705
2833	chrXI	YKR066C	567202	-	566021	567019
2834	chrXI	YKR067W	567830	+	570304	568006
2835	chrXI	YKR068C	570942	-	570160	570754
2836	chrXI	YKR069W	571450	+	573428	571690
2837	chrXI	YKR071C	576023	-	574665	575818
2838	chrXI	YKR072C	578270	-	576395	578086
2839	chrXI	YKR074W	579217	+	579800	579401
2840	chrXI	YKR076W	581988	+	583435	582216
2841	chrXI	YKR077W	583625	+	584818	583776
2842	chrXI	YKR078W	584961	+	586752	585151
2843	chrXI	YKR079C	589517	-	586647	589361
2844	chrXI	YKR080W	590332	+	591507	590450
2845	chrXI	YKR081C	592561	-	591421	592349
2846	chrXI	YKR082W	592777	+	596373	592995
2847	chrXI	YKR083C	596890	-	596244	596655
2848	chrXI	YKR084C	598925	-	596971	598721
2849	chrXI	YKR085C	599690	-	599003	599470
2850	chrXI	YKR086W	599832	+	603165	600053
2851	chrXI	YKR087C	604237	-	603095	604017
2852	chrXI	YKR088C	605431	-	604337	605212
2853	chrXI	YKR089C	608442	-	605551	608218
2854	chrXI	YKR090W	608773	+	611207	608995
2855	chrXI	YKR091W	611491	+	612265	611673
2856	chrXI	YKR092C	613914	-	612418	613731
2857	chrXI	YKR093W	615636	+	617735	615446
2858	chrXI	YKR094C	618799	-	617808	618589
2859	chrXI	YKR095W	619631	+	625619	619840
2860	chrXI	YKR095W-A	625854	+	626299	626051
2861	chrXI	YKR096W	626573	+	630490	626765
2862	chrXI	YKR097W	631152	+	632801	630982
2863	chrXI	YKR098C	635283	-	632945	635099
2864	chrXI	YKR099W	635568	+	638394	635784
2865	chrXI	YKR100C	640319	-	638723	640092
2866	chrXI	YKR101W	640530	+	642731	640739
2867	chrXI	YKR103W	653080	+	656736	652992
2868	chrXII	YLL064C	13445	-	12945	13493
2869	chrXII	YLL063C	16041	-	14489	15793
2870	chrXII	YLL062C	17692	-	16515	17534
2871	chrXII	YLL061W	17949	+	19760	18147
2872	chrXII	YLL060C	21839	-	20909	21639
2873	chrXII	YLL057C	27008	-	25565	27273
2874	chrXII	YLL055W	29625	+	31767	29959
2875	chrXII	YLL052C	36383	-	35912	36490
2876	chrXII	YLL051C	39541	-	37151	39325
2877	chrXII	YLL050C	40443	-	39680	40203
2878	chrXII	YLL049W	40641	+	41298	40871
2879	chrXII	YLL048C	46433	-	41175	46233
2880	chrXII	YLL046C	47463	-	46500	47379
2881	chrXII	YLL045C	48652	-	47746	48471
2882	chrXII	YLL043W	49865	+	52113	50077
2883	chrXII	YLL042C	52639	-	51985	52398
2884	chrXII	YLL041C	54008	-	52853	53761
2885	chrXII	YLL040C	63756	-	54145	63541
2886	chrXII	YLL039C	65304	-	64005	65183
2887	chrXII	YLL038C	66568	-	65775	66352
2888	chrXII	YLL036C	68268	-	66660	68032
2889	chrXII	YLL035W	68419	+	70710	68659
2890	chrXII	YLL034C	73184	-	70478	72983
2891	chrXII	YLL033W	73395	+	74251	73616
2892	chrXII	YLL032C	76852	-	73952	76627
2893	chrXII	YLL031C	80269	-	77059	80042
2894	chrXII	YLL029W	81358	+	83814	81583
2895	chrXII	YLL028W	84646	+	86726	84774
2896	chrXII	YLL027W	87256	+	88314	87381
2897	chrXII	YLL026W	88573	+	91434	88693
2898	chrXII	YLL024C	97515	-	95432	97410
2899	chrXII	YLL023C	98889	-	97871	98684
2900	chrXII	YLL022C	100193	-	98986	100016
2901	chrXII	YLL021W	100803	+	105452	101003
2902	chrXII	YLL019C	107899	-	105653	107944
2903	chrXII	YLL018C-A	109030	-	108676	108821
2904	chrXII	YLL018C	111614	-	109746	111404
2905	chrXII	YLL015W	116313	+	121148	116543
2906	chrXII	YLL014W	121304	+	121737	121518
2907	chrXII	YLL013C	125027	-	121905	124737
2908	chrXII	YLL012W	125481	+	127334	125663
2909	chrXII	YLL011W	127512	+	129055	127714
2910	chrXII	YLL010C	130796	-	129071	130631
2911	chrXII	YLL009C	131466	-	131085	131254
2912	chrXII	YLL008W	131699	+	134120	131893
2913	chrXII	YLL006W	136565	+	137901	136767
2914	chrXII	YLL005C	140546	-	137940	140715
2915	chrXII	YLL004W	141067	+	142998	141308
2916	chrXII	YLL003W	143153	+	146101	143361
2917	chrXII	YLL002W	146276	+	147669	146465
2918	chrXII	YLL001W	147860	+	150412	148058
2919	chrXII	YLR002C	156370	-	154245	156168
2920	chrXII	YLR004C	159816	-	157868	159444
2921	chrXII	YLR005W	160020	+	161705	160229
2922	chrXII	YLR006C	164068	-	161674	163855
2923	chrXII	YLR007W	164385	+	165448	164596
2924	chrXII	YLR008C	166194	-	165305	165950
2925	chrXII	YLR009W	166397	+	167268	166592
2926	chrXII	YLR010C	168036	-	167116	167628
2927	chrXII	YLR011W	169035	+	169799	169203
2928	chrXII	YLR013W	171339	+	171764	171319
2929	chrXII	YLR014C	175026	-	171991	174812
2930	chrXII	YLR015W	175190	+	176916	175399
2931	chrXII	YLR016C	177449	-	176754	177240
2932	chrXII	YLR017W	177614	+	178708	177845
2933	chrXII	YLR018C	179696	-	178607	179456
2934	chrXII	YLR019W	179982	+	181618	180203
2935	chrXII	YLR020C	183444	-	181612	183214
2936	chrXII	YLR021W	183591	+	184210	183826
2937	chrXII	YLR022C	184927	-	184112	184740
2938	chrXII	YLR023C	187317	-	185417	187083
2939	chrXII	YLR024C	193465	-	187638	193280
2940	chrXII	YLR025W	194403	+	195301	194605
2941	chrXII	YLR026C	196587	-	195417	196350
2942	chrXII	YLR027C	198113	-	196780	197909
2943	chrXII	YLR028C	201468	-	199457	201258
2944	chrXII	YLR029C	202613	-	201845	202425
2945	chrXII	YLR032W	204940	+	208557	205158
2946	chrXII	YLR033W	208708	+	210467	208944
2947	chrXII	YLR034C	212092	-	210352	211918
2948	chrXII	YLR035C	214495	-	212282	214265
2949	chrXII	YLR038C	225237	-	224604	225043
2950	chrXII	YLR039C	228534	-	225363	228311
2951	chrXII	YLR043C	232059	-	231612	231852
2952	chrXII	YLR044C	234111	-	232313	234008
2953	chrXII	YLR045C	237805	-	234780	237559
2954	chrXII	YLR047C	241643	-	239347	241458
2955	chrXII	YLR048W	242190	+	243591	242387
2956	chrXII	YLR051C	246998	-	246223	246777
2957	chrXII	YLR052W	247195	+	248097	247383
2958	chrXII	YLR054C	250978	-	248475	250851
2959	chrXII	YLR055C	253138	-	251234	252921
2960	chrXII	YLR056W	253804	+	255085	253878
2961	chrXII	YLR058C	259440	-	257843	259335
2962	chrXII	YLR059C	260536	-	259554	260320
2963	chrXII	YLR060W	260950	+	262872	261159
2964	chrXII	YLR061W	263172	+	264039	263364
2965	chrXII	YLR064W	265400	+	266361	265646
2966	chrXII	YLR066W	267140	+	267814	267343
2967	chrXII	YLR067C	270710	-	267722	270592
2968	chrXII	YLR068W	270971	+	271572	271190
2969	chrXII	YLR069C	273921	-	271584	273696
2970	chrXII	YLR070C	275036	-	274037	275074
2971	chrXII	YLR071C	278659	-	275238	278437
2972	chrXII	YLR073C	281741	-	280940	281535
2973	chrXII	YLR074C	282490	-	281883	282293
2974	chrXII	YLR075W	282906	+	283710	283051
2975	chrXII	YLR077W	283841	+	285780	284075
2976	chrXII	YLR078C	286612	-	285644	286387
2977	chrXII	YLR079W	286772	+	287828	286993
2978	chrXII	YLR080W	287985	+	289327	288177
2979	chrXII	YLR081W	290212	+	291936	290198
2980	chrXII	YLR082C	293628	-	292045	293392
2981	chrXII	YLR083C	296258	-	293925	296037
2982	chrXII	YLR084C	300292	-	296515	300165
2983	chrXII	YLR085C	302018	-	300546	301803
2984	chrXII	YLR086W	302187	+	306828	302410
2985	chrXII	YLR087C	315854	-	306693	315688
2986	chrXII	YLR088W	316075	+	318137	316282
2987	chrXII	YLR090W	320683	+	322178	320873
2988	chrXII	YLR091W	322273	+	323484	322514
2989	chrXII	YLR092W	323544	+	326421	323542
2990	chrXII	YLR093C	327470	-	326248	327251
2991	chrXII	YLR094C	329257	-	327611	329069
2992	chrXII	YLR095C	332128	-	329619	331946
2993	chrXII	YLR096W	332387	+	336146	332614
2994	chrXII	YLR097C	337323	-	336126	337109
2995	chrXII	YLR098C	339473	-	337382	339447
2996	chrXII	YLR100W	341786	+	342939	341992
2997	chrXII	YLR102C	343780	-	342790	343572
2998	chrXII	YLR103C	346019	-	343917	345805
2999	chrXII	YLR105C	348205	-	347019	348009
3000	chrXII	YLR106C	363857	-	348830	363650
3001	chrXII	YLR107W	364116	+	365504	364285
3002	chrXII	YLR109W	368744	+	369379	368891
3003	chrXII	YLR110C	370141	-	369581	369852
3004	chrXII	YLR113W	371446	+	373066	371652
3005	chrXII	YLR114C	377303	-	374735	377106
3006	chrXII	YLR115W	377965	+	380712	378187
3007	chrXII	YLR116W	380840	+	382456	381047
3008	chrXII	YLR117C	384534	-	382347	384338
3009	chrXII	YLR118C	385443	-	384622	385224
3010	chrXII	YLR119W	385557	+	386263	385791
3011	chrXII	YLR120C	388333	-	386178	388200
3012	chrXII	YLR121C	390406	-	388601	390150
3013	chrXII	YLR127C	398371	-	395560	398163
3014	chrXII	YLR128W	398482	+	399662	398687
3015	chrXII	YLR129W	399621	+	402630	399828
3016	chrXII	YLR130C	404257	-	402726	404037
3017	chrXII	YLR131C	407046	-	404439	406883
3018	chrXII	YLR133W	408345	+	410193	408594
3019	chrXII	YLR134W	410680	+	412537	410751
3020	chrXII	YLR135W	413178	+	415666	413435
3021	chrXII	YLR136C	416699	-	415552	416611
3022	chrXII	YLR138W	418283	+	421456	418491
3023	chrXII	YLR139C	423504	-	421369	423281
3024	chrXII	YLR141W	423658	+	424774	423878
3025	chrXII	YLR142W	425078	+	426751	425225
3026	chrXII	YLR144C	432036	-	429564	431806
3027	chrXII	YLR145W	432159	+	432831	432378
3028	chrXII	YLR146C	433755	-	432737	433529
3029	chrXII	YLR147C	434494	-	434036	434266
3030	chrXII	YLR148W	434593	+	437538	434832
3031	chrXII	YLR150W	440441	+	441504	440679
3032	chrXII	YLR151C	442738	-	441439	442531
3033	chrXII	YLR153C	447643	-	445263	447446
3034	chrXII	YLR154C	448369	-	447913	448155
3035	chrXII	YLR155C	470405	-	469233	470487
3036	chrXII	YLR157C	474169	-	472885	474116
3037	chrXII	YLR158C	483637	-	482433	483697
3038	chrXII	YLR160C	487553	-	486117	487370
3039	chrXII	YLR163C	493279	-	491722	493078
3040	chrXII	YLR164W	493883	+	494568	493692
3041	chrXII	YLR165C	495266	-	494417	495049
3042	chrXII	YLR166C	498080	-	495366	497867
3043	chrXII	YLR167W	498890	+	499453	499078
3044	chrXII	YLR168C	500270	-	499466	500106
3045	chrXII	YLR170C	501074	-	500346	500891
3046	chrXII	YLR172C	502190	-	501191	501947
3047	chrXII	YLR174W	504591	+	505928	504594
3048	chrXII	YLR175W	506105	+	507725	506296
3049	chrXII	YLR176C	510454	-	507715	509985
3050	chrXII	YLR178C	513851	-	513108	513682
3051	chrXII	YLR179C	514764	-	514003	514596
3052	chrXII	YLR180W	515206	+	516679	515357
3053	chrXII	YLR181C	517692	-	516547	517528
3054	chrXII	YLR182W	517886	+	520472	518108
3055	chrXII	YLR183C	522046	-	520389	521925
3056	chrXII	YLR185W	522672	+	523385	522838
3057	chrXII	YLR186W	523575	+	524466	523768
3058	chrXII	YLR188W	528231	+	530633	528429
3059	chrXII	YLR189C	534628	-	530718	534235
3060	chrXII	YLR190W	534836	+	537044	534973
3061	chrXII	YLR191W	537228	+	538596	537452
3062	chrXII	YLR192C	539686	-	538552	539447
3063	chrXII	YLR193C	540586	-	539843	540365
3064	chrXII	YLR195C	543335	-	541866	543104
3065	chrXII	YLR196W	543915	+	545828	544116
3066	chrXII	YLR197W	546061	+	547792	546273
3067	chrXII	YLR199C	548816	-	547563	548572
3068	chrXII	YLR200W	548984	+	549483	549183
3069	chrXII	YLR201C	550293	-	549405	550126
3070	chrXII	YLR203C	552024	-	550522	551824
3071	chrXII	YLR204W	552240	+	552758	552448
3072	chrXII	YLR205C	553717	-	552660	553618
3073	chrXII	YLR206W	554438	+	556549	554628
3074	chrXII	YLR207W	556788	+	559517	556960
3075	chrXII	YLR208W	559435	+	560714	559673
3076	chrXII	YLR209C	561766	-	560736	561532
3077	chrXII	YLR210W	561930	+	563567	562149
3078	chrXII	YLR212C	566326	-	564705	566107
3079	chrXII	YLR213C	568077	-	566524	567750
3080	chrXII	YLR214W	568518	+	570758	568612
3081	chrXII	YLR215C	571899	-	570698	571678
3082	chrXII	YLR216C	573242	-	571982	573043
3083	chrXII	YLR218C	573765	-	573368	573586
3084	chrXII	YLR219W	573978	+	576496	574182
3085	chrXII	YLR220W	576672	+	577932	576888
3086	chrXII	YLR221C	579057	-	578135	578847
3087	chrXII	YLR222C	581816	-	579213	581584
3088	chrXII	YLR223C	585802	-	582047	585637
3089	chrXII	YLR226W	589305	+	590541	589540
3090	chrXII	YLR227C	592562	-	590431	592209
3091	chrXII	YLR228C	602666	-	599848	602527
3092	chrXII	YLR229C	604996	-	604122	604774
3093	chrXII	YLR231C	607146	-	605643	606931
3094	chrXII	YLR233C	609566	-	607120	609370
3095	chrXII	YLR234W	609719	+	611753	609953
3096	chrXII	YLR237W	612300	+	614333	612216
3097	chrXII	YLR238W	614696	+	616304	614901
3098	chrXII	YLR239C	617375	-	616158	617121
3099	chrXII	YLR240W	617532	+	620272	617701
3100	chrXII	YLR242C	623986	-	622888	623736
3101	chrXII	YLR244C	626349	-	625114	626138
3102	chrXII	YLR245C	626931	-	626502	626747
3103	chrXII	YLR246W	627117	+	628267	627324
3104	chrXII	YLR247C	633371	-	628565	633151
3105	chrXII	YLR249W	636740	+	640043	636900
3106	chrXII	YLR250W	640273	+	641127	640463
3107	chrXII	YLR251W	641403	+	642350	641577
3108	chrXII	YLR254C	645071	-	644327	644841
3109	chrXII	YLR256W	646124	+	651120	646405
3110	chrXII	YLR258W	660628	+	663192	660643
3111	chrXII	YLR259C	665036	-	663084	664833
3112	chrXII	YLR260W	665716	+	668117	665963
3113	chrXII	YLR262C	668940	-	667944	668750
3114	chrXII	YLR262C-A	669684	-	669368	669485
3115	chrXII	YLR263W	669851	+	673155	670427
3116	chrXII	YLR264W	673124	+	673423	673303
3117	chrXII	YLR265C	675458	-	674265	675278
3118	chrXII	YLR266C	677694	-	675592	677502
3119	chrXII	YLR268W	680149	+	680946	680352
3120	chrXII	YLR270W	681077	+	682438	681287
3121	chrXII	YLR272C	687294	-	683591	687055
3122	chrXII	YLR273C	691258	-	688954	691092
3123	chrXII	YLR274W	691527	+	694014	691729
3124	chrXII	YLR275W	694323	+	695061	694532
3125	chrXII	YLR276C	696926	-	694980	696731
3126	chrXII	YLR277C	699643	-	697093	699423
3127	chrXII	YLR284C	707102	-	706113	706934
3128	chrXII	YLR285W	707326	+	708339	707560
3129	chrXII	YLR286C	710367	-	708277	710374
3130	chrXII	YLR287C-A	713201	-	712327	712978
3131	chrXII	YLR288C	714959	-	713346	714703
3132	chrXII	YLR289W	715059	+	717026	715267
3133	chrXII	YLR291C	719527	-	718166	719285
3134	chrXII	YLR292C	720390	-	719636	720200
3135	chrXII	YLR293C	721467	-	720670	721250
3136	chrXII	YLR295C	722412	-	721752	722219
3137	chrXII	YLR298C	725421	-	724649	725235
3138	chrXII	YLR299W	725858	+	728180	726089
3139	chrXII	YLR300W	728847	+	730548	728918
3140	chrXII	YLR303W	732542	+	733876	732619
3141	chrXII	YLR304C	737587	-	735057	737415
3142	chrXII	YLR305C	743900	-	738033	743702
3143	chrXII	YLR306W	744069	+	745027	744317
3144	chrXII	YLR307W	745620	+	746525	745756
3145	chrXII	YLR308W	747937	+	748875	748043
3146	chrXII	YLR309C	751790	-	748979	751590
3147	chrXII	YLR310C	757143	-	751981	756915
3148	chrXII	YLR312W-A	759468	+	760363	759691
3149	chrXII	YLR313C	762381	-	760750	762171
3150	chrXII	YLR314C	764177	-	762492	763969
3151	chrXII	YLR315W	764754	+	765269	764972
3152	chrXII	YLR316C	766367	-	765202	766153
3153	chrXII	YLR318W	766581	+	769226	766744
3154	chrXII	YLR319C	771755	-	769136	771526
3155	chrXII	YLR320W	771940	+	776340	772127
3156	chrXII	YLR321C	777872	-	776520	777648
3157	chrXII	YLR323C	778979	-	778002	778760
3158	chrXII	YLR324W	779148	+	780898	779345
3159	chrXII	YLR325C	781400	-	780902	781197
3160	chrXII	YLR327C	783656	-	782946	783496
3161	chrXII	YLR328W	784702	+	786289	784872
3162	chrXII	YLR329W	786442	+	787333	786590
3163	chrXII	YLR330W	787609	+	789824	787824
3164	chrXII	YLR332W	790305	+	792000	790498
3165	chrXII	YLR333C	796406	-	795465	796190
3166	chrXII	YLR335W	797421	+	799688	797604
3167	chrXII	YLR336C	802437	-	799586	802221
3168	chrXII	YLR337C	805162	-	802540	804947
3169	chrXII	YLR340W	805827	+	806906	806025
3170	chrXII	YLR341W	807385	+	808818	807500
3171	chrXII	YLR342W	809740	+	815845	809952
3172	chrXII	YLR343W	816094	+	817813	816214
3173	chrXII	YLR344W	819267	+	820247	819446
3174	chrXII	YLR347C	826539	-	823559	826352
3175	chrXII	YLR348C	827995	-	826860	827843
3176	chrXII	YLR350W	828683	+	829501	828823
3177	chrXII	YLR351C	830379	-	829383	830186
3178	chrXII	YLR353W	833871	+	836374	834088
3179	chrXII	YLR354C	837398	-	836191	837236
3180	chrXII	YLR355C	839332	-	837848	839150
3181	chrXII	YLR356W	840285	+	841021	840440
3182	chrXII	YLR357W	841279	+	844191	841520
3183	chrXII	YLR359W	844214	+	845858	844359
3184	chrXII	YLR360W	846026	+	847561	846228
3185	chrXII	YLR361C	849145	-	847081	848949
3186	chrXII	YLR362W	849836	+	852132	850032
3187	chrXII	YLR363C	853218	-	852495	853010
3188	chrXII	YLR364W	854062	+	854463	854185
